"id","name","birthdate","deathdate"
5937,"Nicky Naudé",null,null
5938,"Nicol Williamson","1936-09-14T00:00:00.000","2011-12-16T00:00:00.000"
5939,"Nicola Walker","1970-05-15T00:00:00.000",null
5940,"Nicolae Constantin Tanase",null,null
5941,"Nicolas Cage","1964-01-07T00:00:00.000",null
5942,"Nicolas Giraud","1978-11-12T00:00:00.000",null
5943,"Nicolas Winding Refn","1970-09-29T00:00:00.000",null
5944,"Nicole Ari Parker","1970-10-07T00:00:00.000",null
5945,"Nicole Beharie",null,null
5946,"Nicole de Boer","1970-12-20T00:00:00.000",null
5947,"Nicole Dionne","1979-05-26T00:00:00.000",null
5948,"Nicole Holofcener","1960-03-22T00:00:00.000",null
5949,"Nicole Muñoz","1994-06-24T00:00:00.000",null
5950,"Nicole Randall Johnson","1973-12-09T00:00:00.000",null
5951,"Nicole Scherzinger","1978-06-29T00:00:00.000",null
5952,"Nicole Smolen","1996-12-09T00:00:00.000",null
5953,"Nicole Sullivan","1970-04-21T00:00:00.000",null
5954,"Nicollette Sheridan","1963-11-21T00:00:00.000",null
5955,"Niecy Nash","1970-02-23T00:00:00.000",null
5956,"Niels Arden Oplev","1961-03-26T00:00:00.000",null
5957,"Nigel Bruce","1949-07-09T00:00:00.000",null
5958,"Nigel Cole",null,null
5959,"Nigel Whitmey",null,null
5960,"Niketa Calame","1980-11-10T00:00:00.000",null
5961,"Niki Caro",null,null
5962,"Nikki Griffin","1978-04-16T00:00:00.000",null
5963,"Nikola Djuricko","1974-07-09T00:00:00.000",null
5964,"Nils Gaup",null,null
5965,"Nils-Anders Vallgårda",null,null
5966,"Nima Nourizadeh","1977-11-12T00:00:00.000",null
5967,"Nimrat Kaur",null,null
5968,"Nimród Antal","1973-11-30T00:00:00.000",null
5969,"Nina Arianda","1984-09-18T00:00:00.000",null
5970,"Nina Hartley","1959-03-11T00:00:00.000",null
5971,"Nina Hoss","1975-07-07T00:00:00.000",null
5972,"Nirut Sirichanya",null,null
5973,"Nissim Renard",null,null
5974,"Nnegest Likké","1970-02-19T00:00:00.000",null
5975,"Noah Baumbach","1969-09-03T00:00:00.000",null
5976,"Noah Bean","1978-08-20T00:00:00.000",null
5977,"Noah Buschel","1978-05-31T00:00:00.000",null
5978,"Noah Danby","1974-04-24T00:00:00.000",null
5979,"Noah Emmerich","1965-02-27T00:00:00.000",null
5980,"Noah Huntley","1974-09-07T00:00:00.000",null
5981,"Noah Lomax",null,null
5982,"Noah Ringer","1997-11-18T00:00:00.000",null
5983,"Noah Segan","1983-10-05T00:00:00.000",null
5984,"Noah Taylor","1969-09-04T00:00:00.000",null
5985,"Noam Chomsky","1928-12-07T00:00:00.000",null
5986,"Noam Jenkins",null,null
5987,"Noam Murro","1961-08-16T00:00:00.000",null
5988,"Noel Clarke","1975-12-06T00:00:00.000",null
5989,"Noel Fisher","1984-03-13T00:00:00.000",null
5990,"Noel Gugliemi",null,null
5991,"Noel Marshall","1931-04-18T00:00:00.000","2010-06-27T00:00:00.000"
5992,"Noémie Lenoir","1979-09-19T00:00:00.000",null
5993,"Nolan Gerard Funk","1986-07-28T00:00:00.000",null
5994,"Nona Gaye","1974-09-04T00:00:00.000",null
5995,"Nonso Anozie","1979-05-28T00:00:00.000",null
5996,"Nora Arnezeder","1989-05-08T00:00:00.000",null
5997,"Nora Dunn","1952-04-29T00:00:00.000",null
5998,"Nora Ephron","1941-05-19T00:00:00.000","2012-06-26T00:00:00.000"
5999,"Nora von Waldstätten","1981-12-01T00:00:00.000",null
6000,"Nora Zehetner","1981-02-05T00:00:00.000",null
6001,"Norah Jones","1979-03-30T00:00:00.000",null
6002,"Norbert Ferrer",null,null
6003,"Norma Aleandro","1936-05-02T00:00:00.000",null
6004,"Norman Ferguson","1902-09-02T00:00:00.000","1957-11-04T00:00:00.000"
6005,"Norman Jewison","1926-07-21T00:00:00.000",null
6006,"Norman Lloyd","1914-11-08T00:00:00.000",null
6007,"Norman Reedus","1969-01-06T00:00:00.000",null
6008,"Noureen DeWulf","1984-02-28T00:00:00.000",null
6009,"Numan Acar","1974-10-07T00:00:00.000",null
6010,"O.J. Simpson","1947-07-09T00:00:00.000",null
6011,"Oaklee Pendergast",null,null
6012,"Oana Pellea","1962-01-29T00:00:00.000",null
6013,"Oanh Nguyen",null,null
6014,"Obba Babatundé","1951-12-01T00:00:00.000",null
6015,"Ocean James",null,null
6016,"Odessa Rae",null,null
6017,"Odeya Rush","1997-05-12T00:00:00.000",null
6018,"Ohad Knoller","1976-09-28T00:00:00.000",null
6019,"Oksana Akinshina","1987-04-19T00:00:00.000",null
6020,"Ol Parker",null,null
6021,"Ólafur Darri Ólafsson","1973-03-13T00:00:00.000",null
6022,"Olatunde Osunsanmi","1977-10-23T00:00:00.000",null
6023,"Ole Bornedal","1959-05-26T00:00:00.000",null
6024,"Ole Christian Madsen","1966-06-18T00:00:00.000",null
6025,"Oleg Stepchenko","1964-09-25T00:00:00.000",null
6026,"Oleg Taktarov","1967-08-26T00:00:00.000",null
6027,"Olga Fonda","1982-10-01T00:00:00.000",null
6028,"Oliver Blackburn",null,null
6029,"Oliver Cooper",null,null
6030,"Oliver Hirschbiegel","1957-12-29T00:00:00.000",null
6031,"Oliver Hudson","1976-09-07T00:00:00.000",null
6032,"Oliver James","1940-01-27T00:00:00.000",null
6033,"Oliver Parker",null,null
6034,"Oliver Platt","1960-01-12T00:00:00.000",null
6035,"Oliver Reed","1938-02-13T00:00:00.000","1999-05-02T00:00:00.000"
6036,"Oliver Stark",null,null
6037,"Oliver Stone","1946-09-15T00:00:00.000",null
6038,"Olivia Alexander",null,null
6039,"Olivia Colman","1974-01-30T00:00:00.000",null
6040,"Olivia Cooke","1993-12-27T00:00:00.000",null
6041,"Olivia Crocicchia",null,null
6042,"Olivia d'Abo","1969-01-22T00:00:00.000",null
6043,"Olivia DeJonge","1998-04-30T00:00:00.000",null
6044,"Olivia Munn","1980-07-03T00:00:00.000",null
6045,"Olivia Newton-John","1948-09-26T00:00:00.000",null
6046,"Olivia Rose Keegan",null,null
6047,"Olivia Wilde","1984-03-10T00:00:00.000",null
6048,"Olivia Williams","1968-07-26T00:00:00.000",null
6049,"Olivier Assayas","1955-01-25T00:00:00.000",null
6050,"Olivier Dahan","1967-06-26T00:00:00.000",null
6051,"Olivier Martinez","1966-01-12T00:00:00.000",null
6052,"Olivier Megaton","1965-08-06T00:00:00.000",null
6053,"Olivier Rabourdin",null,null
6054,"Olly Alexander",null,null
6055,"Olwenya Maina",null,null
6056,"Olympia Dukakis","1931-06-20T00:00:00.000",null
6057,"Om Puri","1950-10-18T00:00:00.000","2017-01-06T00:00:00.000"
6058,"Omar Benson Miller","1978-10-07T00:00:00.000",null
6059,"Omar Epps","1973-07-20T00:00:00.000",null
6060,"Omar Metwally",null,null
6061,"Omar Sy","1978-01-20T00:00:00.000",null
6062,"Omari Hardwick","1974-01-09T00:00:00.000",null
6063,"Omid Abtahi",null,null
6064,"Omri Katz","1976-05-30T00:00:00.000",null
6065,"Oona Laurence","2002-08-01T00:00:00.000",null
6066,"Ophelia Lovibond","1986-02-19T00:00:00.000",null
6067,"Oprah Winfrey","1954-01-29T00:00:00.000",null
6068,"Oren Moverman",null,null
6069,"Oren Peli",null,null
6070,"Orla Fitzgerald",null,null
6071,"Orlando Bloom","1977-01-13T00:00:00.000",null
6072,"Ornella Muti","1955-03-09T00:00:00.000",null
6073,"Orson Bean","1928-07-22T00:00:00.000",null
6074,"Orson Welles","1915-05-06T00:00:00.000","1985-10-10T00:00:00.000"
6075,"Osama bin Laden","1957-03-10T00:00:00.000","2011-05-02T00:00:00.000"
6076,"Oscar Gale",null,null
6077,"Oscar Isaac","1979-03-09T00:00:00.000",null
6078,"Óscar Jaenada","1975-05-04T00:00:00.000",null
6079,"Osric Chau","1986-07-20T00:00:00.000",null
6080,"Ossie Davis","1917-12-18T00:00:00.000","2005-02-04T00:00:00.000"
6081,"Othon Bastos","1933-05-23T00:00:00.000",null
6082,"Otto Jespersen","1954-07-21T00:00:00.000",null
6083,"Owain Yeoman","1978-07-02T00:00:00.000",null
6084,"Owen Burke",null,null
6085,"Owen Kline","1991-10-14T00:00:00.000",null
6086,"Owen Teale","1961-05-20T00:00:00.000",null
6087,"P.J. Hogan","1962-11-30T00:00:00.000",null
6088,"P.J. Soles","1950-07-17T00:00:00.000",null
6089,"Pablo Rago","1972-09-24T00:00:00.000",null
6090,"Pablo Rosso",null,null
6091,"Pablo Sevilla",null,null
6092,"Paddy Considine","1974-09-05T00:00:00.000",null
6093,"Padraic Delaney","1977-11-06T00:00:00.000",null
6094,"Paige Turco","1965-05-17T00:00:00.000",null
6095,"Pam Ferris","1948-05-11T00:00:00.000",null
6096,"Pamela Anderson","1967-07-01T00:00:00.000",null
6097,"Pamela Reed","1949-04-02T00:00:00.000",null
6098,"Pamela Salem","1950-01-22T00:00:00.000",null
6099,"Pan Nalin",null,null
6100,"Panchito Gómez","1963-11-02T00:00:00.000",null
6101,"Panos Cosmatos",null,null
6102,"Pant Shirt Baba",null,null
6103,"Paolo Monico","1969-08-15T00:00:00.000",null
6104,"Paolo Montalban","1973-05-21T00:00:00.000",null
6105,"Paolo Seganti","1965-05-20T00:00:00.000",null
6106,"Paolo Sorrentino","1970-05-31T00:00:00.000",null
6107,"Paprika Steen","1964-11-03T00:00:00.000",null
6108,"Paresh Rawal","1950-05-30T00:00:00.000",null
6109,"Paris Hilton","1981-02-17T00:00:00.000",null
6110,"Park Bench",null,null
6111,"Parker Bagley",null,null
6112,"Parker Riggs",null,null
6113,"Parker Sawyers",null,null
6114,"Parminder Nagra","1975-10-05T00:00:00.000",null
6115,"Parry Shen","1973-06-26T00:00:00.000",null
6116,"Pascal Arnold",null,null
6117,"Pascal Chaumeil","1961-02-09T00:00:00.000","2015-08-27T00:00:00.000"
6118,"Pat Boone","1934-06-01T00:00:00.000",null
6119,"Pat Buchanan","1938-11-02T00:00:00.000",null
6120,"Pat Healy","1968-03-04T00:00:00.000",null
6121,"Pat Hingle","1924-07-19T00:00:00.000","2009-01-03T00:00:00.000"
6122,"Pat Holden",null,null
6123,"Pat O'Connor",null,null
6124,"Pat Ryan",null,null
6125,"Patch Darragh",null,null
6126,"Paterson Joseph","1964-06-22T00:00:00.000",null
6127,"Patrice Leconte","1947-11-12T00:00:00.000",null
6128,"Patricia Belcher",null,null
6129,"Patricia Cardoso","1981-09-03T00:00:00.000",null
6130,"Patricia Heaton","1958-03-04T00:00:00.000",null
6131,"Patricia Neal","1926-01-20T00:00:00.000","2010-08-08T00:00:00.000"
6132,"Patricia Raven","1995-06-08T00:00:00.000",null
6133,"Patricia Richardson","1951-02-23T00:00:00.000",null
6134,"Patricia Riggen","1970-06-02T00:00:00.000",null
6135,"Patricia Rozema","1958-08-20T00:00:00.000",null
6136,"Patricia Tallman","1957-09-04T00:00:00.000",null
6137,"Patricia Velasquez",null,null
6138,"Patrick Bauchau","1938-12-06T00:00:00.000",null
6139,"Patrick Bergin","1951-02-04T00:00:00.000",null
6140,"Patrick Brammall",null,null
6141,"Patrick Cranshaw","1919-06-17T00:00:00.000","2005-12-28T00:00:00.000"
6142,"Patrick Creadon","1967-05-01T00:00:00.000",null
6143,"Patrick Cronin",null,null
6144,"Patrick Fabian","1964-12-07T00:00:00.000",null
6145,"Patrick Fischler","1969-12-29T00:00:00.000",null
6146,"Patrick Fugit","1982-10-27T00:00:00.000",null
6147,"Patrick Gallagher","1968-02-21T00:00:00.000",null
6148,"Patrick Gilles",null,null
6149,"Patrick Gilmore","1976-06-01T00:00:00.000",null
6150,"Patrick Huard","1969-01-02T00:00:00.000",null
6151,"Patrick Hughes",null,null
6152,"Patrick Kilpatrick","1949-08-20T00:00:00.000",null
6153,"Patrick Lussier",null,null
6154,"Patrick Lyster",null,null
6155,"Patrick Macnee","1922-02-06T00:00:00.000","2015-06-25T00:00:00.000"
6156,"Patrick McGoohan","1928-03-19T00:00:00.000","2009-01-13T00:00:00.000"
6157,"Patrick Meaney",null,null
6158,"Patrick Muldoon","1968-09-27T00:00:00.000",null
6159,"Patrick O'Donnell",null,null
6160,"Patrick Read Johnson","1962-05-07T00:00:00.000",null
6161,"Patrick Renna",null,null
6162,"Patrick Ryan Sims",null,null
6163,"Patrick St. Esprit","1954-05-18T00:00:00.000",null
6164,"Patrick Stettner",null,null
6165,"Patrick Tatopoulos",null,null
6166,"Patrick Troughton","1920-03-25T00:00:00.000","1987-03-28T00:00:00.000"
6167,"Patrick Wayne","1952-08-18T00:00:00.000","2009-09-14T00:00:00.000"
6168,"Patrick Wilson","1973-07-03T00:00:00.000",null
6169,"Patsy Kensit","1968-03-04T00:00:00.000",null
6170,"Patti D'Arbanville","1951-05-25T00:00:00.000",null
6171,"Patti LuPone","1949-04-21T00:00:00.000",null
6172,"Patton Oswalt","1969-01-27T00:00:00.000",null
6173,"Patty Jenkins","1971-07-24T00:00:00.000",null
6174,"Paul Abascal","1958-09-13T00:00:00.000",null
6175,"Paul Adelstein","1969-04-29T00:00:00.000",null
6176,"Paul Anderson","1970-06-26T00:00:00.000",null
6177,"Paul Andrew Williams",null,null
6178,"Paul Barber","1951-03-18T00:00:00.000",null
6179,"Paul Bartel","1938-08-06T00:00:00.000","2000-05-13T00:00:00.000"
6180,"Paul Ben-Victor","1965-07-24T00:00:00.000",null
6181,"Paul Blackthorne","1969-03-05T00:00:00.000",null
6182,"Paul Bolger",null,null
6183,"Paul Borghese",null,null
6184,"Paul Brannigan",null,null
6185,"Paul Brooke","1944-11-22T00:00:00.000",null
6186,"Paul Bunnell","1963-08-09T00:00:00.000",null
6187,"Paul Crowder","1962-12-30T00:00:00.000",null
6188,"Paul Daggett",null,null
6189,"Paul Daniel Ayotte",null,null
6190,"Paul Donovan","1954-06-26T00:00:00.000",null
6191,"Paul Dooley","1928-02-22T00:00:00.000",null
6192,"Paul Eenhoorn",null,null
6193,"Paul Elia","1988-02-23T00:00:00.000",null
6194,"Paul F. Tompkins","1968-09-12T00:00:00.000",null
6195,"Paul Feig","1962-09-17T00:00:00.000",null
6196,"Paul Fierlinger","1936-03-15T00:00:00.000",null
6197,"Paul Fix",null,null
6198,"Paul Fox",null,null
6199,"Paul Freeman",null,null
6200,"Paul Gleason","1939-05-04T00:00:00.000","2006-05-27T00:00:00.000"
6201,"Paul Glover",null,null
6202,"Paul Greengrass","1955-08-13T00:00:00.000",null
6203,"Paul Gross","1959-04-30T00:00:00.000",null
6204,"Paul Guilfoyle","1949-04-28T00:00:00.000",null
6205,"Paul Haggis","1953-03-10T00:00:00.000",null
6206,"Paul Hickert",null,null
6207,"Paul Hogan",null,null
6208,"Paul Hunter",null,null
6209,"Paul Kaye","1941-10-13T00:00:00.000",null
6210,"Paul King",null,null
6211,"Paul Lukas","1891-05-26T00:00:00.000","1971-08-16T00:00:00.000"
6212,"Paul Mazursky","1930-04-25T00:00:00.000","2014-06-30T00:00:00.000"
6213,"Paul McCartney","1942-06-18T00:00:00.000",null
6214,"Paul McGann","1959-11-14T00:00:00.000",null
6215,"Paul McGill",null,null
6216,"Paul McGillion","1969-01-05T00:00:00.000",null
6217,"Paul McGuigan","1963-09-19T00:00:00.000",null
6218,"Paul Michael Glaser","1943-03-25T00:00:00.000",null
6219,"Paul Ogola",null,null
6220,"Paul Popplewell",null,null
6221,"Paul Sanchez",null,null
6222,"Paul Scheer","1976-01-31T00:00:00.000",null
6223,"Paul Schneider","1976-03-16T00:00:00.000",null
6224,"Paul Schrader","1946-07-22T00:00:00.000",null
6225,"Paul Scofield","1922-01-21T00:00:00.000","2008-03-19T00:00:00.000"
6226,"Paul Sheehan",null,null
6227,"Paul Sorvino","1939-04-13T00:00:00.000",null
6228,"Paul Sparks","1971-10-16T00:00:00.000",null
6229,"Paul T. Taylor",null,null
6230,"Paul Thomas Anderson","1970-06-26T00:00:00.000",null
6231,"Paul Tibbitt","1968-05-13T00:00:00.000",null
6232,"Paul Verhoeven","1938-07-18T00:00:00.000",null
6233,"Paul W.S. Anderson","1965-03-04T00:00:00.000",null
6234,"Paul Walker","1973-09-12T00:00:00.000","2013-11-30T00:00:00.000"
6235,"Paul Weiland","1953-07-11T00:00:00.000",null
6236,"Paul Weitz","1965-11-19T00:00:00.000",null
6237,"Paul Williams","1940-09-19T00:00:00.000",null
6238,"Paul Winfield","1939-05-22T00:00:00.000","2004-03-07T00:00:00.000"
6239,"Paula Abdul","1962-06-19T00:00:00.000",null
6240,"Paula Garcés","1974-03-20T00:00:00.000",null
6241,"Paula Jai Parker","1969-08-19T00:00:00.000",null
6242,"Paula Kelly",null,null
6243,"Paula Marshall","1964-06-12T00:00:00.000",null
6244,"Paulette Goddard","1910-06-03T00:00:00.000","1990-04-23T00:00:00.000"
6245,"Paulina Gerzon","1995-01-27T00:00:00.000",null
6246,"Pauline Collins","1940-09-03T00:00:00.000",null
6247,"Pauline McLynn","1962-07-11T00:00:00.000",null
6248,"Paulo Costanzo","1978-09-21T00:00:00.000",null
6249,"Pawel Pawlikowski","1957-09-15T00:00:00.000",null
6250,"Pawel Szajda","1982-01-13T00:00:00.000",null
6251,"Paz de la Huerta","1984-09-03T00:00:00.000",null
6252,"Paz Vega","1976-01-02T00:00:00.000",null
6253,"Pece Dingo",null,null
6254,"Pedro Almodóvar","1949-09-25T00:00:00.000",null
6255,"Pedro Armendáriz Jr.","1940-04-06T00:00:00.000","2011-12-26T00:00:00.000"
6256,"Pedro Miguel Arce",null,null
6257,"Pei-Pei Cheng","1946-12-04T00:00:00.000",null
6258,"Pelé",null,null
6259,"Penelope Ann Miller","1964-01-13T00:00:00.000",null
6260,"Penelope Spheeris","1945-12-02T00:00:00.000",null
6261,"Penelope Wilton","1946-06-03T00:00:00.000",null
6262,"Peng Lin","1957-10-09T00:00:00.000",null
6263,"Penn Jillette","1955-03-05T00:00:00.000",null
6264,"Penny Balfour",null,null
6265,"Penny Marshall","1943-10-15T00:00:00.000",null
6266,"Per Christian Ellefsen","1954-02-14T00:00:00.000",null
6267,"Perdita Weeks","1985-12-25T00:00:00.000",null
6268,"Perrey Reeves","1970-11-30T00:00:00.000",null
6269,"Perry Andelin Blake",null,null
6270,"Perry King","1949-11-29T00:00:00.000",null
6271,"Perry Lang","1969-08-19T00:00:00.000",null
6272,"Persis Khambatta","1948-10-02T00:00:00.000","1998-08-18T00:00:00.000"
6273,"Petchtai Wongkamlao",null,null
6274,"Pete Docter","1968-10-09T00:00:00.000",null
6275,"Pete Jones",null,null
6276,"Pete Travis",null,null
6277,"Peter Agnefjall",null,null
6278,"Peter Appel","1959-10-19T00:00:00.000",null
6279,"Peter Atencio","1983-03-15T00:00:00.000",null
6280,"Peter Berg","1964-03-11T00:00:00.000",null
6281,"Peter Billingsley","1971-04-16T00:00:00.000",null
6282,"Peter Boyle","1935-10-18T00:00:00.000","2006-12-12T00:00:00.000"
6283,"Peter Breck","1929-03-13T00:00:00.000","2012-02-06T00:00:00.000"
6284,"Peter Breitmayer","1965-05-29T00:00:00.000",null
6285,"Peter Callan","1941-07-28T00:00:00.000",null
6286,"Peter Capaldi","1958-04-14T00:00:00.000",null
6287,"Peter Care",null,null
6288,"Peter Cattaneo","1964-07-01T00:00:00.000",null
6289,"Peter Chelsom","1956-04-20T00:00:00.000",null
6290,"Peter Cousens","1955-11-02T00:00:00.000",null
6291,"Peter Coyote","1941-10-10T00:00:00.000",null
6292,"Peter Cushing","1913-05-26T00:00:00.000","1994-08-11T00:00:00.000"
6293,"Peter Dante","1968-12-16T00:00:00.000",null
6294,"Peter DeLuise","1966-11-06T00:00:00.000",null
6295,"Peter Dinklage","1969-06-11T00:00:00.000",null
6296,"Peter Faiman",null,null
6297,"Péter Fancsikai",null,null
6298,"Peter Farrelly","1956-12-17T00:00:00.000",null
6299,"Peter Feeney",null,null
6300,"Peter Finch","1916-09-28T00:00:00.000","1977-01-14T00:00:00.000"
6301,"Peter Firth","1919-09-22T00:00:00.000","1999-10-17T00:00:00.000"
6302,"Peter Flinth","1964-11-07T00:00:00.000",null
6303,"Peter Fonda","1940-02-23T00:00:00.000",null
6304,"Peter Gallagher","1955-08-19T00:00:00.000",null
6305,"Peter Gerety","1940-05-17T00:00:00.000",null
6306,"Peter Graves","1926-03-18T00:00:00.000","2010-03-14T00:00:00.000"
6307,"Peter Greene","1965-10-08T00:00:00.000",null
6308,"Peter H. Hunt","1938-12-19T00:00:00.000",null
6309,"Peter Hastings",null,null
6310,"Peter Hedges","1962-07-06T00:00:00.000",null
6311,"Peter Hermann","1967-08-15T00:00:00.000",null
6312,"Peter Hewitt",null,null
6313,"Peter Ho-Sun Chan","1962-11-28T00:00:00.000",null
6314,"Peter Howitt","1957-05-05T00:00:00.000",null
6315,"Peter Hyams","1943-07-26T00:00:00.000",null
6316,"Peter Jackson","1961-10-31T00:00:00.000",null
6317,"Peter Jacobson","1965-03-24T00:00:00.000",null
6318,"Peter Jason","1944-07-22T00:00:00.000",null
6319,"Peter Kassovitz","1938-11-17T00:00:00.000",null
6320,"Peter Kosminsky","1956-04-21T00:00:00.000",null
6321,"Peter Krause","1965-08-12T00:00:00.000",null
6322,"Peter Kwong",null,null
6323,"Peter Landesman",null,null
6324,"Peter Lepeniotis",null,null
6325,"Peter Lord","1953-11-04T00:00:00.000",null
6326,"Peter M. Cohen",null,null
6327,"Peter MacDonald",null,null
6328,"Peter Mark Richman","1927-04-16T00:00:00.000",null
6329,"Peter Marquardt","1964-07-01T00:00:00.000","2014-07-19T00:00:00.000"
6330,"Peter McNamara",null,null
6331,"Peter McNicholl","1954-04-10T00:00:00.000",null
6332,"Peter McQuinn",null,null
6333,"Peter Medak","1937-12-23T00:00:00.000",null
6334,"Peter Mensah",null,null
6335,"Peter Onorati","1954-05-13T00:00:00.000",null
6336,"Peter Ostrum","1957-11-01T00:00:00.000",null
6337,"Peter Polycarpou",null,null
6338,"Peter R. Hunt","1925-03-11T00:00:00.000","2002-08-14T00:00:00.000"
6339,"Peter Ramsey",null,null
6340,"Peter Riegert","1947-04-11T00:00:00.000",null
6341,"Peter Sallis","1921-02-01T00:00:00.000",null
6342,"Peter Scolari","1955-09-12T00:00:00.000",null
6343,"Peter Segal",null,null
6344,"Peter Serafinowicz","1972-07-10T00:00:00.000",null
6345,"Peter Sohn","1959-10-03T00:00:00.000",null
6346,"Peter Sollett",null,null
6347,"Peter Spellos",null,null
6348,"Peter Stebbings","1971-02-28T00:00:00.000",null
6349,"Peter Stickles","1976-10-08T00:00:00.000",null
6350,"Peter Ustinov","1921-04-16T00:00:00.000","2004-03-28T00:00:00.000"
6351,"Peter Vaughan","1923-04-04T00:00:00.000","2016-12-06T00:00:00.000"
6352,"Peter Webber",null,null
6353,"Peter Weir","1944-08-21T00:00:00.000",null
6354,"Peter Wingfield","1962-09-05T00:00:00.000",null
6355,"Peter Yates","1929-07-24T00:00:00.000","2011-01-09T00:00:00.000"
6356,"Peter Youngblood Hills","1978-01-28T00:00:00.000",null
6357,"Petter Næss","1960-03-14T00:00:00.000",null
6358,"Peyman Moaadi",null,null
6359,"Peyton Reed","1964-07-03T00:00:00.000",null
6360,"Pfeifer Brown",null,null
6361,"Phaldut Sharma",null,null
6362,"Phil Alden Robinson","1950-03-01T00:00:00.000",null
6363,"Phil Claydon","1976-01-09T00:00:00.000",null
6364,"Phil Collins","1951-01-30T00:00:00.000",null
6365,"Phil Davis","1953-07-30T00:00:00.000",null
6366,"Phil Fish",null,null
6367,"Phil Hartman","1948-09-24T00:00:00.000","1998-05-28T00:00:00.000"
6368,"Phil Joanou","1961-11-20T00:00:00.000",null
6369,"Phil LaMarr","1967-01-24T00:00:00.000",null
6370,"Phil Leeds","1916-04-06T00:00:00.000","1998-08-16T00:00:00.000"
6371,"Phil Lord","1975-07-12T00:00:00.000",null
6372,"Phil Morrison",null,null
6373,"Phil Silvers","1911-05-11T00:00:00.000","1985-11-01T00:00:00.000"
6374,"Phil Traill","1973-06-06T00:00:00.000",null
6375,"Phil Vischer","1966-06-16T00:00:00.000",null
6376,"Philip Baker Hall","1931-09-10T00:00:00.000",null
6377,"Philip Friedman",null,null
6378,"Philip G. Atwell",null,null
6379,"Philip Glenister","1963-02-10T00:00:00.000",null
6380,"Philip Kaufman","1936-10-23T00:00:00.000",null
6381,"Philip Saville","1930-10-28T00:00:00.000","2016-12-22T00:00:00.000"
6382,"Philip Seymour Hoffman","1967-07-23T00:00:00.000","2014-02-02T00:00:00.000"
6383,"Philip Winchester","1981-03-24T00:00:00.000",null
6384,"Philip Zlotorynski","1975-02-25T00:00:00.000",null
6385,"Philippe Labro","1936-08-27T00:00:00.000",null
6386,"Philippe Leroy","1930-10-15T00:00:00.000",null
6387,"Philippe Nahon","1938-12-24T00:00:00.000",null
6388,"Philippe Noiret","1930-10-01T00:00:00.000","2006-11-23T00:00:00.000"
6389,"Philippe Petit",null,null
6390,"Phill Lewis","1968-09-04T00:00:00.000",null
6391,"Phillip Noyce","1950-04-29T00:00:00.000",null
6392,"Phoebe Cates","1963-07-16T00:00:00.000",null
6393,"Phoebe Legere",null,null
6394,"Phylicia Rashad","1948-06-19T00:00:00.000",null
6395,"Phyllida Law","1932-05-08T00:00:00.000",null
6396,"Phyllida Lloyd","1957-06-17T00:00:00.000",null
6397,"Phyllis Diller","1917-07-17T00:00:00.000","2012-08-20T00:00:00.000"
6398,"Phyllis Smith","1951-07-10T00:00:00.000",null
6399,"Pierfrancesco Favino","1969-08-24T00:00:00.000",null
6400,"Piero Maggiò","1964-06-05T00:00:00.000",null
6401,"Pierre Coffin",null,null
6402,"Pierre Dulat","1959-08-22T00:00:00.000",null
6403,"Pierre Morel","1964-05-12T00:00:00.000",null
6404,"Pierre Perrier",null,null
6405,"Pierre Prieur",null,null
6406,"Pink","1979-09-08T00:00:00.000",null
6407,"Pip Torrens","1960-06-02T00:00:00.000",null
6408,"Piper Laurie","1932-01-22T00:00:00.000",null
6409,"Piper Mackenzie Harris","2000-01-26T00:00:00.000",null
6410,"Pitof","1957-07-04T00:00:00.000",null
6411,"Pixie Davies",null,null
6412,"Piyush Dinker Pandya","1968-04-12T00:00:00.000",null
6413,"Polly Noonan",null,null
6414,"Polly Walker","1966-05-19T00:00:00.000",null
6415,"Pollyanna McIntosh","1979-03-15T00:00:00.000",null
6416,"Poppy Montgomery","1972-06-15T00:00:00.000",null
6417,"Portia de Rossi","1973-01-31T00:00:00.000",null
6418,"Portia Doubleday","1988-06-22T00:00:00.000",null
6419,"Pou-Soi Cheang",null,null
6420,"Powers Boothe","1948-06-01T00:00:00.000",null
6421,"Prabhas","1979-10-23T00:00:00.000",null
6422,"Prabhudheva",null,null
6423,"Prachya Pinkaew","1962-09-02T00:00:00.000",null
6424,"Prateik",null,null
6425,"Preity Zinta","1975-01-31T00:00:00.000",null
6426,"Preston A. Whitmore II","1962-06-26T00:00:00.000",null
6427,"Priscilla Presley","1945-05-24T00:00:00.000",null
6428,"Pruitt Taylor Vince","1960-07-05T00:00:00.000",null
6429,"Purab Kohli",null,null
6430,"Purva Bedi","1974-03-12T00:00:00.000",null
6431,"Puti Sri Candra Dewi",null,null
6432,"Q'orianka Kilcher","1990-02-11T00:00:00.000",null
6433,"Qasim Basir",null,null
6434,"Qi Shu","1976-04-16T00:00:00.000",null
6435,"Qiu Yuen",null,null
6436,"Quentin Dupieux",null,null
6437,"Quentin Tarantino","1963-03-27T00:00:00.000",null
6438,"Quincy Jones","1933-03-14T00:00:00.000",null
6439,"Quinton Aaron","1984-08-15T00:00:00.000",null
6440,"Quvenzhané Wallis","2003-08-28T00:00:00.000",null
6441,"Quynn Ton",null,null
6442,"R. Balki",null,null
6443,"R. Brandon Johnson",null,null
6444,"R. Marcos Taylor",null,null
6445,"R.J. Cutler",null,null
